exit_date,trades,wins,losses,win_rate,gross_profit,gross_loss,net_pnl,avg_pnl,max_win,max_loss,profit_factor,avg_duration,cumulative_pnl
2025-04-23,7,3,4,0.42857142857142855,6623.639133453384,3544.0229391892544,3079.6161942641293,439.9451706091613,2516.287726163864,-1020.8961503759155,1.8689605702633052,0 days 02:45:00,111318.95334193285
2025-04-24,2,1,1,0.5,2054.003620147705,896.115204196899,1157.8884159508061,578.9442079754031,2054.003620147705,-896.115204196899,2.2921200427444024,0 days 11:45:00,112476.84175788365
2025-04-25,3,1,2,0.3333333333333333,2206.258967399582,1654.5476399690137,551.7113274305683,183.90377581018944,2206.258967399582,-866.879070645262,1.333451460751472,0 days 04:00:00,113028.55308531423
2025-04-28,1,0,1,0.0,0.0,808.2376539481015,-808.2376539481015,-808.2376539481015,-808.2376539481015,-808.2376539481015,0.0,2 days 11:30:00,112220.31543136612
2025-04-29,2,0,2,0.0,0.0,1651.4330856034558,-1651.4330856034558,-825.7165428017279,-775.9414594051646,-875.4916261982913,0.0,0 days 20:37:30,110568.88234576267
2025-04-30,1,0,1,0.0,0.0,844.7502441097398,-844.7502441097398,-844.7502441097398,-844.7502441097398,-844.7502441097398,0.0,0 days 08:15:00,109724.13210165293
2025-05-01,4,4,0,1.0,9266.530703187036,0.0,9266.530703187036,2316.632675796759,2387.3044477701023,2239.9504029750824,9266530703187.035,0 days 07:15:00,118990.66280483996
2025-05-02,5,1,4,0.2,2796.1366474628235,3410.731780547412,-614.595133084589,-122.91902661691779,2796.1366474628235,-1149.5325917601801,0.8198054925955075,0 days 04:18:00,118376.06767175537
2025-05-05,3,2,1,0.6666666666666666,5055.7947338819295,1167.8572869379514,3887.937446943978,1295.979148981326,2555.934407114941,-1167.8572869379514,4.329120338956746,0 days 23:10:00,122264.00511869935
2025-05-06,1,1,0,1.0,2683.3805351257106,0.0,2683.3805351257106,2683.3805351257106,2683.3805351257106,2683.3805351257106,2683380535125.7104,0 days 15:45:00,124947.38565382507
2025-05-07,2,1,1,0.5,2487.8578720092946,913.9508718330626,1573.907000176232,786.953500088116,2487.8578720092946,-913.9508718330626,2.722091469774005,0 days 16:30:00,126521.2926540013
2025-05-08,2,2,0,1.0,4846.689297795314,0.0,4846.689297795314,2423.344648897657,2527.694152593648,2318.995145201666,4846689297795.313,0 days 07:45:00,131367.98195179662
2025-05-09,2,1,1,0.5,2374.5736570358454,776.5493109151043,1598.024346120741,799.0121730603705,2374.5736570358454,-776.5493109151043,3.0578530218996534,0 days 13:00:00,132966.00629791737
2025-05-11,1,1,0,1.0,2613.569202661478,0.0,2613.569202661478,2613.569202661478,2613.569202661478,2613.569202661478,2613569202661.4775,2 days 05:45:00,135579.57550057885
2025-05-12,2,2,0,1.0,5639.191478133219,0.0,5639.191478133219,2819.5957390666094,2982.0068049430643,2657.1846731901546,5639191478133.219,0 days 08:15:00,141218.76697871208
2025-05-13,3,3,0,1.0,8537.224262952786,0.0,8537.224262952786,2845.7414209842623,3102.2920846939087,2631.176290512066,8537224262952.786,0 days 08:20:00,149755.99124166486
2025-05-14,4,3,1,0.75,10617.210853099905,1312.029688167504,9305.1811649324,2326.2952912331,3792.1839637756625,-1312.029688167504,8.092203209158198,0 days 05:56:15,159061.17240659727
2025-05-15,2,2,0,1.0,7263.927698135432,0.0,7263.927698135432,3631.963849067716,3687.0118975639343,3576.9158005714985,7263927698135.432,0 days 07:07:30,166325.1001047327
2025-05-16,2,0,2,0.0,0.0,2469.6063352160572,-2469.6063352160572,-1234.8031676080286,-1141.1832258037725,-1328.4231094122845,0.0,0 days 09:52:30,163855.49376951664
2025-05-18,2,0,2,0.0,0.0,2714.211917964518,-2714.211917964518,-1357.105958982259,-1355.1551334285307,-1359.0567845359874,0.0,1 days 09:45:00,161141.28185155214
